"","user","timestamp","message","channel","Team"
"579","U02JGN48MS8",2021-10-20 16:28:06,"Link to innprogress pls","inprogress-troubleshoot","A4: Flood Rangers"
"580","U02JGN48MS8",2021-10-21 10:40:50,"The Google drive only shows the slides and homework but the zoomvideo is empty","ask_team_o17","A4: Flood Rangers"
"581","U02JGN48MS8",2021-11-08 12:15:47,"This Approach will have an impact because?

This approach will have an impact because mobile applications have prompted new interest due to its potential in efficiently supporting information gathering (which is a potential tool for gathering and storing data on  floods) and can reach wide audience when promoted properly.
 

It will have Very clear interface. Very easy to use and understand.

We will be creating awareness on what to do in a flood.

Interactive communication. Among communities giving them a chance to have support and share ideas.


What is the mechanism of beneficial change?

This app will improve their knowledge on 
flooding and share information on adaptation strategies used by other locals on tackling flood as well as gaining insight through the surveys conducted in order to know how women are impacted in relation to men.","flood-rangers","A4: Flood Rangers"
"582","U02JGN48MS8",2021-11-04 15:04:33,"Hii everyone!!team mate and coaches/mentors. Let's introduce ourselves","flood-rangers","A4: Flood Rangers"
"583","U02JGN48MS8",2021-10-20 17:32:15,"Links should be sent again for those who weren't able to get access","crowd4sdg-project","A4: Flood Rangers"
"584","U02JGN48MS8",2021-11-02 15:09:09,"My team didn't pick the name flood prone detectors","0_team_info","A4: Flood Rangers"
"585","U02JGN48MS8",2021-11-08 12:17:56,"The impact will be measurable because we can track the following key metrics?

Downloads: Number of new downloads in a given timeframe (daily, weekly, or monthly). This can be gotten from the app store.

Activation Rate: Percentage of downloads that launched the app register with their email and enrol for the free flood tips.

Engagement: The total  number of persons who carry out surveys as well as report flood outbreak or alerts in their location.

Reachability : How well the app has been promoted across communities through social media polls and in-app survey questions and rating.","flood-rangers","A4: Flood Rangers"
"586","U02JGN48MS8",2021-10-21 12:07:48,"I tried so many times with Google chrome but it didn't work.today I used opera mini and it worked","crowd4sdg-project","A4: Flood Rangers"
"587","U02JGN48MS8",2021-11-02 15:09:38,"We are flood rangers although we didn't submit it to you earlier as we are a new team","0_team_info","A4: Flood Rangers"
"588","U02JGN48MS8",2021-11-08 12:23:08,"Most likely to be opposed?

Those most opposed to changes are the Nigeria Hydrological Services Agency, the National Emergency Management Agency  and other related agencies.

since the local women and community at large will be empowered to tackle this effects without completely relying on their support, they will feel powerless so they might oppose this change as they are the agencies in Nigeria for gathering such data and ensuring that relief funds gets to the people.","flood-rangers","A4: Flood Rangers"
"589","U02JGN48MS8",2021-11-04 15:10:06,"Hi everyone! I have a question on value proposition. I want more clarification on how we can better understand our stakeholders, personas and create personas profile","ask_a_coach","A4: Flood Rangers"
"590","U02JGN48MS8",2021-11-08 12:20:39,"Who is most likely to be supportive?

Those with the greatest interest in change are women, affected communities who experience this harmful effects.
    Youth's who are in those communities, those interested in Climate change and changemakers.","flood-rangers","A4: Flood Rangers"
"591","U02JGN48MS8",2021-10-21 10:52:44,"It's showing videos now","ask_team_o17","A4: Flood Rangers"
"592","U02JGN48MS8",2021-11-02 15:17:01,"It was a mistake.i guess it's part of the tittles he was trying to set up.","0_team_info","A4: Flood Rangers"
"593","U02JGN48MS8",2021-10-23 15:52:45,"Okay I just got an email clarifying the mistake of letter of regret. So how do I know if I've been assigned a team.","ask_team_o17","A4: Flood Rangers"
"594","U02JGN48MS8",2021-10-20 16:34:33,"What to click?","inprogress-troubleshoot","A4: Flood Rangers"
"595","U02JGN48MS8",2021-11-08 12:07:07,"The problem can be improved by?

The problem can be improved by providing a means to collect data on how much effect flood has on men and women. And comparing to know how women are impacted differently in relation to men

Our method is to develop a mobile application with the following features:

Space for educating and empowering users on flooding and risk factors that can cause flooding.

Flood risk Map indicating areas that are prone to flooding to alert communities and also allow citizens to add flood locations as well as images for better understanding of flood causes, who it impacts and to help get faster relief funds.

The App will also accept youths volunteer to collect data from their communities through the in-app survey and including  engaging women on focused group discussions on their different community’s adaptation and coping strategies during flood in the app to help them interact and support each other in different areas to prepare for flood disaster and preventive measures.

Collecting Reports of flood out breaks by citizens with images and locations to add to the map.

Generating funds through crowd funding for rehabilitation of flood victims and communities And to provide them with preventive tools.","flood-rangers","A4: Flood Rangers"
"596","U02JGN48MS8",2021-10-20 17:47:17,"Thanks","crowd4sdg-project","A4: Flood Rangers"
"597","U02JGN48MS8",2021-11-08 11:39:21,"The problem we are trying to tackle is?

The lack of flood data in Nigeria. In relation to gender (men and women) and also to differentiate who is more impacted (men or women).","flood-rangers","A4: Flood Rangers"
"598","U02JGN48MS8",2021-11-08 11:41:47,"The people we suggest are most impacted by this is ?

  We suggest women are more impacted by this due to numerous reasons such as level of emotional stability, personality, social roles and so on","flood-rangers","A4: Flood Rangers"
"599","U02JGN48MS8",2021-11-15 13:03:03,"We can use it as our one pager?","0_announcements_read_only","A4: Flood Rangers"
"600","U02JGN48MS8",2021-11-08 11:57:50,"We believe the major causes of this problem are?

Lack of communication, integration and coordination among government agencies and the communities.

    Government agencies such as NEMA has a department for planning and utilizing geographical  information system (GIS) to work on flood data,but their is still no effective national early warning system in place for floods at all levels of such as state,local,federal, national.

     NIMET, national meteorological Agency also provides seasonal rainfall predictions,but communication remains a problem.


Corruption is another cause for the lack of flood data. Large amounts of funds are released for flood activities but yet people still struggle with flood and no equipment has been seen set in place for collecting data and flood readings.


Historically, Nigeria has been more focused on post disaster flood response than control. This all stems down to lack of data on flood.


Their is also an absence of flood risk maps which is an indicator for the lack of attention paid to Nigeria's flooding problem.


   Flooding threatens sustainability because it negativity affects the economy,social life, environment and health.


   With an accurate and available flood data,the root causes of flood can be tackled, people can be helped more efficiently based on gender and impact.","flood-rangers","A4: Flood Rangers"
"601","U02JH0V1V8U",2021-11-03 07:55:00,"Hello everyone
I don't have access to upload th slide on Google drive any assistance <@U02H9L293M4>","climategenderjustice","C4: Climate Gender Justice"
"606","U02JH0V1V8U",2021-11-02 14:51:03,"Okay thank you","climategenderjustice","C4: Climate Gender Justice"
"607","U02JH0V1V8U",2021-11-17 08:04:03,"The one pager","climategenderjustice","C4: Climate Gender Justice"
"608","U02JH0V1V8U",2021-11-03 07:52:51,"The presentation Slides","climategenderjustice","C4: Climate Gender Justice"
"610","U02JH0V1V8U",2021-11-17 06:00:50,"Link to the <https://innprogresstest.unige.ch/dashboard/project/61702190cc184cfd1ae40469?|innprogress-Project Page>","climategenderjustice","C4: Climate Gender Justice"
"612","U02JH0V1V8U",2021-11-10 09:35:26,"","climategenderjustice","C4: Climate Gender Justice"
"613","U02JH0V1V8U",2021-11-16 19:45:59,"The Presentation slide for the final Pitch.","climategenderjustice","C4: Climate Gender Justice"
"614","U02JH0V1V8U",2021-10-24 13:14:42,"Hello everyone, have anyone receive an email for team formation because I haven't and I am worried :unamused: Did I miss something?","inprogress-troubleshoot","C4: Climate Gender Justice"
"616","U02JH0V1V8U",2021-11-02 14:09:47,"And what do you mean by an onliner about the project <@U02H9L293M4>?","climategenderjustice","C4: Climate Gender Justice"
"619","U02JH0V1V8U",2021-11-02 15:19:37,"No it's not, We will change it now....","climategenderjustice","C4: Climate Gender Justice"
"620","U02JH0V1V8U",2021-11-02 13:57:14,"Hello <@U02GNT00XNJ> I have been trying to access the survey but I am not able to go through with my email. I am using the same email but it's rejecting it. Kindly assist.","inprogress-troubleshoot","C4: Climate Gender Justice"
"621","U02JH0V1V8U",2021-11-03 08:18:20,"Okay sure, <@U02HZQSS19V>","climategenderjustice","C4: Climate Gender Justice"
"622","U02JH0V1V8U",2021-11-02 13:52:54,"Okay sure <@U02H9L293M4>
Thank you.","climategenderjustice","C4: Climate Gender Justice"
"624","U02JH0V1V8U",2021-11-16 19:37:48,"","climategenderjustice","C4: Climate Gender Justice"
"625","U02JHCWLZ7D",2021-11-03 15:38:40,"I have filled the survey","0_announcements_read_only","B3: Eco Winners"
"626","U02JHCWLZ7D",2021-10-27 14:54:17,"when we create an account in in progress","inprogress-troubleshoot","B3: Eco Winners"
"627","U02JHCWLZ7D",2021-11-10 11:47:02,"Thank you","0_announcements_read_only","B3: Eco Winners"
"628","U02JHCWLZ7D",2021-11-15 01:49:34,"Hello all, I just wanted to confirm if i can upload my presentation for Wednesday and what the link is","general","B3: Eco Winners"
"629","U02JHCWLZ7D",2021-10-27 14:54:19,"whats next?","inprogress-troubleshoot","B3: Eco Winners"
"630","U02JHCWLZ7D",2021-11-03 15:38:59,"I wasnt able to enter the zoom call today","0_announcements_read_only","B3: Eco Winners"
"631","U02JK363QMB",2021-11-08 20:38:05,"Hi coach, can we start create our project in crowd4sdg source for fundraising?","ask_a_coach","A5: Donate Water Project"
"632","U02JK363QMB",2021-11-02 17:46:06,"let do a pitch together through zoom app (will record) then every one start to introduce her/his self and go to the part assigned to pitch. i think it will look nice","team-donate-water-project","A5: Donate Water Project"
"633","U02JK363QMB",2021-10-21 22:17:49,":wave: Hello, team!","crowd4sdg-project","A5: Donate Water Project"
"634","U02JK363QMB",2021-10-26 06:33:28,"Hello everyone, I am Zuhura Shaweji , from Tanzania,","introductions","A5: Donate Water Project"
"635","U02JK363QMB",2021-10-26 06:23:02,"Even me I thought as Rhoda said","ask_team_o17","A5: Donate Water Project"
"636","U02JK363QMB",2021-11-08 20:40:55,"hi team, can we start to create our project (donatewater) in crowd4sdg source","ask_team_o17","A5: Donate Water Project"
"637","U02JK363QMB",2021-11-02 17:47:06,"and you can post our slide, to me look okay !","team-donate-water-project","A5: Donate Water Project"
"638","U02JNS6HDB9",2021-10-27 13:35:32,"Hey all!

Anyone is having an issue with innprogress apart from Amudha?","inprogress-troubleshoot","Tool Owner"
"639","U02JNS6HDB9",2021-11-02 10:02:12,"You need to use chrome. Only.","inprogress-troubleshoot","Tool Owner"
"640","U02JNS6HDB9",2021-10-30 09:59:55,"I hope i answered your question?","inprogress-troubleshoot","Tool Owner"
"641","U02JNS6HDB9",2021-11-02 12:14:53,"I will troubleshoot more tonight.","inprogress-troubleshoot","Tool Owner"
"642","U02JNS6HDB9",2021-10-30 09:59:44,"This project they documented their work,  their design,  their calls that they did with experts 

Also, they documented all ideas,  even the one that failed, because they could show to investors that they went through different cycles","inprogress-troubleshoot","Tool Owner"
"643","U02JNS6HDB9",2021-10-30 09:58:43,"The goal of the documentation is to share you creation process so others can resuse it,  re-purpose it or get inspired to join your project and give you peer 2 peer feedback

You can document each step in a chronological way (week1, 2 3 )

Or topological way,  littérature step, benchmarking step etc etc 

Or both hybrid way.

Check this project to get inspired
<https://sdginprogress.com/projects/124/steps?step=1248|https://sdginprogress.com/projects/124/steps?step=1248>","inprogress-troubleshoot","Tool Owner"
"644","U02JT3UPUE5",2021-10-20 14:57:06,"Hello!","crowd4sdg-project","A2: Women & Technology Against Climate Change"
"645","U02JT3UPUE5",2021-10-26 09:43:09,"Sorry, how do we have to use the template you have sent us in the last email for tomorrow presentations???","general","A2: Women & Technology Against Climate Change"
"646","U02JT3UPUE5",2021-10-26 16:22:31,"Thank you Amudha","general","A2: Women & Technology Against Climate Change"
"647","U02JTSE3ESV",2021-11-02 17:12:20,"Awesome idea","team-donate-water-project","A5: Donate Water Project"
"649","U02JTSE3ESV",2021-11-08 10:02:44,"Since i am already working on innprogress, I will stick to the task","team-donate-water-project","A5: Donate Water Project"
"651","U02JTSE3ESV",2021-11-02 17:09:47,"To this effect,each team member will send in a 10second or less video introducing yourselves","team-donate-water-project","A5: Donate Water Project"
"652","U02JTSE3ESV",2021-10-21 11:46:41,"I am having same issues as well. So i just had to login with my google account.","crowd4sdg-project","A5: Donate Water Project"
"654","U02JTSE3ESV",2021-11-04 11:48:08,"What time today are we going to meet? To discuss the comments made on our project and the solution to focus on? Let's all kindly review each comments made and a better solution to go for. 

Thank you","team-donate-water-project","A5: Donate Water Project"
"656","U02JTSE3ESV",2021-11-06 05:18:45,"I have received the mail. Thank you","team-donate-water-project","A5: Donate Water Project"
"658","U02JTSE3ESV",2021-11-02 17:08:21,"Which means we have to do short video clips of approximately 3 minutes, to introduce our team and pitch","team-donate-water-project","A5: Donate Water Project"
"661","U02JTSE3ESV",2021-11-03 10:02:46,"Francisca Timothy (Nigeria) is inviting you to a scheduled Zoom meeting.

Topic: Team DONATEWATER Pitch
Time: Nov 3, 2021 10:00 AM Africa/Lagos

Join Zoom Meeting
<https://us05web.zoom.us/j/88272494403?pwd=cHVuL0pXOWl4OGRFYURrS3Z3L0lRdz09|https://us05web.zoom.us/j/88272494403?pwd=cHVuL0pXOWl4OGRFYURrS3Z3L0lRdz09>

Meeting ID: 882 7249 4403
Passcode: L5s6JV","team-donate-water-project","A5: Donate Water Project"
"663","U02JTSE3ESV",2021-10-31 12:39:14,"'We will need to meet before our next wednesday session to discuss one of the ways  we intend to tackle this problem we identified to enable us document it....

Rachael mentioned a couple of solutions on the slides, let's kind make researches, read on them, see how it works and its application, so we can move from there. 

Thank you","team-donate-water-project","A5: Donate Water Project"
"664","U02JTSE3ESV",2021-10-31 12:44:42,"Let the meeting be tomorrow then, so everyone can go through everything thoroughly , without any excuse, we will be well equip by tomorrow. I hope.:+1:","team-donate-water-project","A5: Donate Water Project"
"666","U02JTSE3ESV",2021-11-02 17:45:04,"10 seconds you mean?","team-donate-water-project","A5: Donate Water Project"
"667","U02JTSE3ESV",2021-11-08 20:42:56,"Do you mean if we can proceed with creating our project on <http://startsomegood.com|startsomegood.com> or any other crowdsourcing website? Let's kindly hear from the coaches and mentors first","ask_team_o17","A5: Donate Water Project"
"671","U02JTSE3ESV",2021-11-02 19:29:34,"Where people can all....

A word appears to be missing there","team-donate-water-project","A5: Donate Water Project"
"672","U02JTSE3ESV",2021-10-29 21:45:57,"<@U02H9L293M4>  Please How do we add a mentor to our project on Innprogress, do we just send an Invitation the same way we added our team members?","team-donate-water-project","A5: Donate Water Project"
"673","U02JTSE3ESV",2021-11-02 19:29:54,"10am is perfect","team-donate-water-project","A5: Donate Water Project"
"674","U02JTSE3ESV",2021-11-02 17:10:29,"Yes, or what do you think? We  should just use text?","team-donate-water-project","A5: Donate Water Project"
"675","U02JTSE3ESV",2021-10-20 18:15:46,":raised_hands::skin-tone-4::+1:","crowd4sdg-project","A5: Donate Water Project"
"679","U02JTSE3ESV",2021-10-27 19:41:25,"<@U02GNT00XNJ>  one of the survey questions is to select the people we know personally before. Personally, as in on a different platform? Because i haven't met any of the persons in physically. So i am not sure which option to select","ask_a_coach","A5: Donate Water Project"
"680","U02JTSE3ESV",2021-11-15 07:33:58,"Alright <@U02JEFQUSBC>","team-donate-water-project","A5: Donate Water Project"
"681","U02JTSE3ESV",2021-11-02 16:49:37,"Alright","team-donate-water-project","A5: Donate Water Project"
"682","U02JTSE3ESV",2021-10-29 19:44:38,"<@U02JDPHMGLE> kindly send another invite link to me, so I can be added to the team on innprogress..thank you","team-donate-water-project","A5: Donate Water Project"
"683","U02JTSE3ESV",2021-10-22 13:45:44,"Just a quick clarification, when reviewing the video, are we to pick just one challenge mentioned in the video to reformulate a project idea??","ask_team_o17","A5: Donate Water Project"
"688","U02JTSE3ESV",2021-11-02 17:10:40,"I thought we would do videos then merge, since we're not in the same location","team-donate-water-project","A5: Donate Water Project"
"689","U02JTSE3ESV",2021-11-02 15:04:27,"<http://Researchgat.net|Researchgate.net>","team-donate-water-project","A5: Donate Water Project"
"691","U02JTSE3ESV",2021-10-30 09:55:03,"My team mates and I have created our project on Innprogress. But I am not quite sure what to enter on each arm of the chart, is it our weekly to-do list/task accomplished? Or steps on how we're going to accomplish our project? Kindly assist <@U02H9L293M4>  and <@U02JNS6HDB9>","inprogress-troubleshoot","A5: Donate Water Project"
"697","U02JTSE3ESV",2021-11-02 17:23:59,"Very well then","team-donate-water-project","A5: Donate Water Project"
"699","U02JTSE3ESV",2021-11-02 19:29:05,"Okay
In the solution
At the onset of this project, we will create an online website....the *online* should be deleted","team-donate-water-project","A5: Donate Water Project"
"700","U02JTSE3ESV",2021-11-01 09:54:32,"10am WAT","team-donate-water-project","A5: Donate Water Project"
"701","U02JTSE3ESV",2021-11-02 14:58:23,"I made some additions to the slides, kindly read through.","team-donate-water-project","A5: Donate Water Project"
"703","U02JTSE3ESV",2021-10-31 12:39:00,"Good afternoon team
Happy sunday","team-donate-water-project","A5: Donate Water Project"
"705","U02JTSE3ESV",2021-10-23 17:31:49,"Alright, thank you","ask_team_o17","A5: Donate Water Project"
"707","U02JTSE3ESV",2021-11-04 11:47:48,"Good morning Team","team-donate-water-project","A5: Donate Water Project"
"710","U02JTSE3ESV",2021-11-02 17:09:13,"Must it be before our next session?","team-donate-water-project","A5: Donate Water Project"
"711","U02JTSE3ESV",2021-10-30 10:00:54,"Thank you and yes, you answered my question.","inprogress-troubleshoot","A5: Donate Water Project"
"712","U02JTSE3ESV",2021-11-02 17:44:20,"Great","team-donate-water-project","A5: Donate Water Project"
"717","U02JTSE3ESV",2021-11-02 16:24:07,"<https://www.researchgate.net/figure/Graph-Showing-Percentage-of-Portable-Water-Supply-in-the-Niger-Delta-Region_fig17_283376351|https://www.researchgate.net/figure/Graph-Showing-Percentage-of-Portable-Water-Supply-in-the-Niger-Delta-Region_fig17_283376351>","team-donate-water-project","A5: Donate Water Project"
"719","U02JTSE3ESV",2021-11-10 11:48:58,"Noted with thanks","0_announcements_read_only","A5: Donate Water Project"
"723","U02JTSE3ESV",2021-11-02 17:12:44,"This can also be swapped, whoever isn't comfortable with the part given can swap with another team member","team-donate-water-project","A5: Donate Water Project"
"724","U02JTSE3ESV",2021-10-22 20:06:20,"Has anyone been assigned a team yet? As I haven't been assigned to any team","ask_team_o17","A5: Donate Water Project"
"725","U02JTSE3ESV",2021-11-02 19:28:38,"Great. I've gone through them and everything is in order.

Aside a few typographical errors.","team-donate-water-project","A5: Donate Water Project"
"726","U02JTSE3ESV",2021-11-02 17:11:27,"In this format;

 Rachael, You will talk about the problem we're tackling

Daniel will talk about the impact of the challenge, including statistics

Zuhura will talk about the available sources of water and howthe situation gets worse during drought

Then i will talk on the solution we are proposing","team-donate-water-project","A5: Donate Water Project"
"729","U02JTSE3ESV",2021-11-02 17:11:39,"Then we merge all videos into one","team-donate-water-project","A5: Donate Water Project"
"730","U02JTSE3ESV",2021-11-16 14:40:06,"She meant Mockup","ask_team_o17","A5: Donate Water Project"
"732","U02K1AW5ALW",2021-11-15 13:07:02,"Did you manage to see them?","rights-of-climate","Organizing Team"
"733","U02K1AW5ALW",2021-11-11 14:28:11,"Hi all, I would like to let you know that I’m available via Slack or email if you have any questions regarding your projects. I am also available for “office hours” tomorrow during a long lunch break, 11am - 14pm (CET). Please, do not hesitate to reach out if you want an external opinion!","general","Organizing Team"
"734","U02K1AW5ALW",2021-11-16 15:36:13,"Even if you download the presentation?","rights-of-climate","Organizing Team"
"735","U02K300F449",2021-11-03 08:26:04,"Today's presentation, from slide 12 to 16. Give your comments before I uploade to the drive.","rights-of-climate","B5: Rights of Climate"
"736","U02K300F449",2021-11-02 16:38:34,"This was our last week presentation but we did not present because of intermittent internet connection. You can have a look at it and advise on problem and solution creation.","rights-of-climate","B5: Rights of Climate"
"737","U02K300F449",2021-11-17 12:23:03,"Today's presentation","rights-of-climate","B5: Rights of Climate"
"738","U02K300F449",2021-11-15 10:57:32,"Oh okay let me re do it.","rights-of-climate","B5: Rights of Climate"
"739","U02K300F449",2021-11-10 13:40:03,"Today's presentation","rights-of-climate","B5: Rights of Climate"
"740","U02K300F449",2021-10-26 21:28:21,"On the last point, are we giving evidence of problem or cause?@Amudha Ravi Shankar","ask_team_o17","B5: Rights of Climate"
"741","U02K300F449",2021-11-15 21:46:35,"No.","rights-of-climate","B5: Rights of Climate"
"742","U02K300F449",2021-11-16 18:45:30,"Yes","rights-of-climate","B5: Rights of Climate"
"743","U02K300F449",2021-11-15 07:33:05,"Thanks will come back to you.","rights-of-climate","B5: Rights of Climate"
"744","U02K300F449",2021-10-27 05:58:57,"Okay noted <@U02H9L293M4>","ask_team_o17","B5: Rights of Climate"
"745","U02K300F449",2021-11-09 17:59:42,"Thanks for the back up plan <@U02J2JA0D89>","0_announcements_read_only","B5: Rights of Climate"
"746","U02K300F449",2021-11-02 16:34:28,"Welcome our coaches. This is a team of two members we are working on the project of women land Rights solution to women vulnerability to floods and drought.","rights-of-climate","B5: Rights of Climate"
"747","U02K300F449",2021-11-03 09:47:50,"B5: Rights of Climate
Team Name is the one given above and team members are correct. See you soon.","0_team_info","B5: Rights of Climate"
"748","U02K300F449",2021-10-26 06:00:47,"I think they are guiding questions. We can Turn them into slides headings. My thinking.","ask_team_o17","B5: Rights of Climate"
"749","U02K300F449",2021-10-27 13:11:21,"Noted.","0_announcements_read_only","B5: Rights of Climate"
"750","U02K300F449",2021-10-26 08:55:41,"Welcome Zuhura","introductions","B5: Rights of Climate"
"751","U02K300F449",2021-11-17 12:29:30,"Already uploaded it.","rights-of-climate","B5: Rights of Climate"
"752","U02K300F449",2021-10-22 12:48:02,"Am Rhoda Mollande from Malawi, holding a bachelor's degree in Physical planning and certificate in Disaster risk management. I wish to contribute to solving the climate change and gender challenges through my knowledge and skills. Am glad to be given this opportunity.","introductions","B5: Rights of Climate"
"753","U02K300F449",2021-11-15 07:39:14,"I can't see the comments made on this PowerPoint. Please check if you posted the right one <@U02H9L293M4>","rights-of-climate","B5: Rights of Climate"
"754","U02K300F449",2021-10-22 16:05:26,"I have been having challenges with electricity blackout and intermittent internet connection here in malawi. But still more I have managed to join you and do some few assignments. Hopefully the problem will be rectified by the end of this weekend.","crowd4sdg-project","B5: Rights of Climate"
"757","U02K45TM5GQ",2021-11-02 18:44:50,"Però cioè l'idea del diario, di fare uno storico degli eventi da cui gli utenti possono prendere spunto per risolvere i propri mi sembra il nostro cavallo di battaglia da tenere","team-water-warriors","B1: Water Warriors"
"759","U02K45TM5GQ",2021-11-02 18:40:56,"Ciao a tutti, allora mi sono venute un pajo di idee per sviluppare l'app. La prima idea è quella di orientare la nostra app verso più un approccio modello social network. Laddove gli utenti singoli o le associazioni interagiscono per risolvere i problemi. Del tipo, io persona sono in mezzo a questo disastro ambientale, mi iscrivo all'applicazione, l'applicazione mi mette in contatto con gente (precedentemente iscritta all'applicazione), che mi aiuta a risolverlo, che mi da consigli. Cioè in pratica apre una chat.
Una volta risolto il problema, tu compili un questionario dove spieghi come, perché, che conseguenze hai avuto, dove hai avuto questo problema e come l'hai risolto in modo tale che un altro utente, qualora dovesse avere lo stesso problema si iscrive e si mette in  contatto con te che l'hai già risolto.
Lo stesso processo potremmo farlo valere per le associazioni che si occupano di problemi ambientali e nel questionario, una volta risolto il problema, esse potrebbero indicare quanto ha inficiato il ruolo delle donne, che ruoli occupano nell'azienda. Insomma queste cose qui. Inoltre, per favorire che le donne inizino ad occupare ruoli di maggiore rilevanza in un'associazione, potremmo favorire nell'app le aziende con più donne. Dando loro consigli migliori.","team-water-warriors","B1: Water Warriors"
"761","U02K45TM5GQ",2021-10-29 14:20:44,"Ciao raga, come ci organizziamo per sto weekend e per il prossimo incontro?","team-water-warriors","B1: Water Warriors"
"765","U02K45TM5GQ",2021-11-02 18:43:37,"Dopo cioè per sviluppare l'applicazione non la farei da capo, farei piuttosto come ha consigliato il professore la scorsa lezione e cioè renderla un'estensione di un'applicazione già esistente. Insomma proporre una collaborazione come avevano fatto quelle ragazze con gli assorbenti in sud america","team-water-warriors","B1: Water Warriors"
"767","U02K45TM5GQ",2021-10-30 09:15:33,"Good morning to everybody, I have a question: where can I find the recording of the 27th of October lesson?","ask_team_o17","B1: Water Warriors"
"771","U02K45TM5GQ",2021-11-02 18:51:07,"Questa è un'idea che non c'entra col nostro progetto perché si distanzia abbastanza dalla nostra idea però mi sembra giusto dirla per ""giocare a carte scoperte"", qualche settimana fa ho visto un video che parlava del problema dell'acqua in Africa e di come abbiano inventato un mezzo economico e poco costoso per risolverlo.
Il metodo consiste nel fabbricare dei filtri per pulire l'acqua in plastica e facili da fare e mi piacerebbe fare qualcosa in questo senso. Magari associazioni che raccolgono la plastica in occidente (visto che qui è un problema, lo spreco di plastica) e la usano per fare questi filtri che in Africa possono aiutare a risolvere il problema dell'acqua.
<https://www.youtube.com/watch?v=rXepkIWPhFQ>","team-water-warriors","B1: Water Warriors"
"772","U02K45TM5GQ",2021-10-30 10:52:52,"I'm sorry I didn't received the email, anyway thank you very much!","ask_team_o17","B1: Water Warriors"
"838","U02KFCYC49F",2021-11-12 12:08:41,"Just a bit more of work, and you are ready to go! :rocket:","team-women-for-sustainable-world","Tool Owner"
"839","U02KFCYC49F",2021-11-15 09:33:32,"<@U02J8QRNXJT>,  I do not have any canvas examples, maybe <@U02H9L293M4> can help you with that.","team-women-for-sustainable-world","Tool Owner"
"840","U02KFCYC49F",2021-11-15 09:35:06,"Whichever part you leave for later, make sure that the remaining functionalities can be realized in foreseeable and preferably short time.","team-women-for-sustainable-world","Tool Owner"
"841","U02KFCYC49F",2021-11-15 12:56:10,"Well done <@U02J8QRNXJT>! You have improved your pitch significantly. It is nice to see a mockup video as well. :clap: Some final comments:
• Slide #11: Your video is an app which needs an internet connection for the weather predictions at least. Be sure to make it *clear* that, your solution is available for those who have mobile app, and also it will send direct voice messages to the ones who don't have a smart phone or internet (as you say on slide #6). Do not expect the jury remember that info.
• General: There are several syntax errors (typos) in English. You can use an online tool to fix them (e.g. <http://grammarly.com|grammarly.com>).
• Try to rehearse well before your pitch so that all the information you want to give is transmitted in time (5 mins).
I believe you have set clear goals. The jury will see that. Then, the important thing will be to convince them that you could realize these in reasonable time and effort that you propose.
Good luck!","team-women-for-sustainable-world","Tool Owner"
"842","U02KFCYC49F",2021-11-12 11:47:24,"Hello! Just a quick reminder that I will be available today for a one-to-one feedback, in case you need it, between 11-12:30 and 13:30-15:00 CET.","team-women-for-sustainable-world","Tool Owner"
"843","U02KFCYC49F",2021-11-12 11:55:57,"I have just seen your slides and here are my comments as food for thought:
*Slide #1*
I understand the need for two lines in the app, but is it too ambitious to follow both of them for this pitch? Can the voice assistant be a future step regarding feasibility?
*#4*
I would like to see more details of the AI app needed as it is the backbone of the project. Specifically, how do you intend to collect and interpret the meteorological data using AI?
*#5*
Is there a backing study/report for the mentioned production? I recommend you to always back up your claims with published studies. This could go as a last slide ""References"" and you refer to each related source on the slide you use it.
*#6*
Is the Timetable realistic? One month of programming? How many programmers and with which skills would you need? Also, you assign the same day for the test, bug fixes and the release of the app.","team-women-for-sustainable-world","Tool Owner"
"844","U02KFCYC49F",2021-11-12 12:02:18,"I believe you have a keen vision to address very important problems of your region. Congrats for that!:clap:
However, beside good ideas, feasibility is always important.
• Stay focused, try to solve the problems one by one, if you can.
• Support your claims (e.g. expected increase in production) with articles/reports accessible by everyone.
• Give enough details about your app and the timetable to make your pitch credible.
• Try not to leave gaps that can make the jury doubt whether the project is feasible.
• Finally, as advices for presentation:
    ◦ Try not to swamp the slides with too much text. 
    ◦ Use visuals as much as you can. 
    ◦ Emphasize the figures (e.g. 95%, 80%) you give. 
    ◦ Leave some of the text to your speech.","team-women-for-sustainable-world","Tool Owner"
"845","U02KFRM6A2U",2021-10-27 15:59:17,"Hi guys, this is our personal channel on Slack for the project, besides the Whatsapp group we already use","team-water-warriors","B1: Water Warriors"
"847","U02KFRM6A2U",2021-11-03 09:56:17,"Le statistiche riguardo all'impegno femminile e alla percentuale di donne dovrebbero essere già disponibili online. Dobbiamo evidenziare i modi in cui reperire i dati relativi al gender nelle associazioni che si occupano di clima, in modo tale da evidenziare il contributo femminile, la gestione degli eventi con le donne. Percentuale di donne, ruolo, influenza, posizioni di comando, ecc.","team-water-warriors","B1: Water Warriors"
"848","U02KFRM6A2U",2021-10-27 15:58:42,"Ciao ragazzi, questo è il nostro personale canale Slack da utilizzare per il progetto, oltre al gruppo whatsapp che già abbiamo","team-water-warriors","B1: Water Warriors"
